"","var_niv_digit","var_tam_forca","var_tam_clientela","var_interdep_bases","var_interdep_svc","var_complex_amb_exec","var_complex_amb_fed","var_discricion_tec","var_discricion_agend","var_centrado_user","var_percep_util","var_alinha_TI","var_fat_res_leg","var_fat_infra","var_fat_integra","var_fat_rec_fin","var_fat_rec_hum","var_fat_priorir","var_fa1_div_digit","var_fat_res_int","var_fat_res_ext","v_id","v_Q002","v_Q003","v_Q001","v_adm_dir_ind","v_orgao_central","v_Q005","v_Q007_SQ025","v_Q007_SQ002","v_Q007_SQ003","v_Q007_SQ005","v_Q007_SQ006","v_Q007_SQ007","v_Q007_SQ026","v_Q007_SQ008","v_Q007_SQ009","v_Q007_SQ010","v_Q007_SQ011","v_Q007_SQ012","v_Q007_SQ013","v_Q007_SQ014","v_Q007_SQ015","v_Q007_SQ016","v_Q007_SQ017","v_Q007_SQ018","v_Q007_SQ019","v_Q007_SQ020","v_Q007_SQ022","v_Q007_SQ023","v_Q007_r467sq0","v_Q007_outros","v_Q008_SQ002","v_Q008_SQ003","v_Q008_SQ004","v_Q008_SQ005","v_Q008_SQ006","v_Q008_SQ007","v_Q008_SQ008","v_Q008_SQ009","v_Q008_SQ010","v_Q008_outros","v_Q009_SQ001","v_Q009_SQ002","v_Q009_SQ003","v_Q009_SQ004","v_Q009_SQ005","v_Q009_SQ006","v_Q009_SQ007","v_Q009_SQ008","v_Q009_outros","v_Q0097","v_Q0098","v_Q0099","v_Q00912_SQ001","v_Q00912_SQ002","v_Q00912_SQ003","v_Q00912_SQ004","v_Q00912_SQ005","v_Q00912_SQ006","v_Q00912_SQ007","v_Q00912_SQ024","v_Q00912_SQ009","v_Q00912_Comrcio","v_Q00912_SQ011","v_Q00912_SQ012","v_Q00912_SQ013","v_Q00912_SQ014","v_Q00912_SQ015","v_Q00912_SQ016","v_Q00912_SQ018","v_Q00912_SQ019","v_Q00912_outros","v_Q010","v_Q0102","v_Q011","v_Q012","v_Q013","v_Q0134","v_Q0135","v_Q0136_SQ002","v_Q0136_SQ003","v_Q0136_SQ004","v_Q0136_SQ005","v_Q0136_SQ006","v_Q0136_SQ007","v_Q0136_SQ008","v_Q0136_SQ009","v_Q0136_SQ010","v_Q0136_SQ011","v_Q0136_SQ012","v_Q0136_SQ013","v_Q014","v_Q0143_SQ002","v_Q0143_SQ003","v_Q0143_SQ004","v_Q0143_SQ005","v_Q0143_SQ006","v_Q0143_other","v_Q0144","v_Q0145","v_Q015","v_Q016_SQ001","v_Q016_SQ002","v_Q016_SQ003","v_Q016_SQ004","v_Q016_SQ005","v_Q016_outros","v_Q017","v_Q018","v_Q019_SQ001","v_Q019_SQ002","v_Q019_SQ004","v_Q019_SQ003","v_Q01941_SQ001","v_Q01941_SQ002","v_Q01941_SQ003","v_Q01941_other","v_Q020","v_Q0204","v_Q021","v_Q022","v_Q023_SQ001","v_Q023_SQ002","v_Q023_SQ003","v_Q023_SQ004","v_Q023_SQ005","v_Q024_SQ001","v_Q024_SQ002","v_Q024_SQ003","v_Q024_SQ004","v_Q024_SQ005","v_Q024_SQ006","v_Q024_SQ007","v_Q024_SQ008","v_Q024_SQ009","v_Q024_other","v_Q025","v_Q02561_SQ001","v_Q02561_SQ002","v_Q02561_SQ003","v_Q02561_SQ004","v_Q02561_SQ005","v_Q02561_SQ006","v_Q02561_SQ007","v_Q02561_SQ008","v_Q02561_SQ009","v_Q02561_other","v_Q02562_SQ001","v_Q02562_SQ002","v_Q02562_SQ003","v_Q02562_SQ004","v_Q02562_SQ005","v_Q02562_SQ006","v_Q02562_SQ007","v_Q02562_SQ008","v_Q02562_SQ009","v_Q02562_SQ010","v_Q02562_other","v_Q0256","v_Q026"
"1102","2",2.99573227355399,"1","0","2","1","2","1","0","2","1","2","1","1","1","1","1","1","1","1","1","1676","Educação Patrimonial","O IPHAN disponibiliza orientações visando implementar e fortalecer as ações educativas para a valorização e preservação do patrimônio cultural brasileiro por meio de duas estratégias principais:
Educação Patrimonial no Programa Mais Educação (Parceria com o Ministério da Educação) – Desde 2011, o IPHAN propôs a inserção da Educação Patrimonial no denominado Macrocampo Cultura, Artes e Educação Patrimonial. As escolas do Programa Mais Educação que escolhem essa atividade recebem um conjunto de materiais e recursos para realizar um inventário pedagógico do patrimônio cultural local. Mais informações em: http://portal.mec.gov.br/index.php?option=com_
content&view=article&id=16727&Itemid=1119.

Preservação do Patrimônio Cultural, do edital do Programa de Extensão Universitária – ProExt (Parceria com o Ministério da Educação) – Trata-se de uma ação interministerial coordenada pelo MEC e desenvolvida em parceria com as instituições públicas de Educação Superior por meio de programas e projetos de extensão universitária. O IPHAN participa do ProExt favorecendo o envolvimento das unidades públicas de ensino superior em ações de reconhecimento, promoção e
preservação do patrimônio cultural brasileiro. Mais informações em:  
http://portal.mec.gov.br/index.php?option=com_content&view=article&id=12241&Itemid=488.
Requisitos para o acesso
> Educação Patrimonial no Programa Mais Educação
Ser escola pública que cumpra os requisitos e escolha a temática do Patrimônio Cultural no Programa Mais Educação.
> Preservação do Patrimônio Cultural, do edital do ProExt
Ser instituição pública de Ensino Superior interessada no Programa.
Como acessar o serviço
Presencial: Na Sede do IPHAN / Departamento de Articulação e Fomento – DAF / Coordenação de Educação Patrimonial.
Telefones: (61) 2024-5456/5457 | Fax: (61) 2024-5499.
Virtual: http://portal.iphan.gov.br
Por ofício: Dirigido ao IPHAN/Departamento de Articulação e Fomento – DAF/ Coordenação de Educação Patrimonial - SEPS 713/913, Lote D, 4º andar, Edifício IPHAN, Asa Sul, Brasília-DF, CEP: 70.390-135.
Tempo para prestação do serviço: Até trinta dias, para resposta à solicitação. O prazo para a execução das ações, quando julgadas pertinentes e viáveis, depende da natureza do que é proposto e das condições existentes para o seu desenvolvimento.","IPHAN","INDIRETA","MCU","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","","","",,,,,,,,,,,,,,,,,,,,,"1",,20,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"5","0","0","1","0","0","0","3","1","0","0","1","0","0","0","0","0","2","","2","2","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0",,,,,,"1","1","1",,,,,"1",1
"1103","1",3.40119738166216,"1","0","2","1","2","1","0","2","1","2","1","1","1","1","1","1","1","1","1","1678","Programa Educativo do Centro Nacional de Folclore e Cultura Popular - CNFCP","Programa educativo desenvolvido pelo CNFCP por meio de assessoria direta e dos projetos itinerantes De mala e cuia, Olhando em volta e Fazendo fita, criados para possibilitar um contato especial do público com parte do acervo e do conhecimento produzido pelo Centro.
Visando encontrar novas formas de diálogo com a escola e oferecer novos olhares sobre o tema nos espaços públicos que também integram o CNFCP, o Programa oferece empréstimo dos projetos itinerantes, assim como orientação e assessoria a professores ou a outros profissionais de instituições culturais e de ensino, individualmente ou em grupos previamente agendados. 
Requisitos para o acesso
> Ser professor ou educador dos ensinos Fundamental e Médio;
> Ser instituição cultural que desenvolva ações educativas;
> Participar da Reunião de Apresentação dos Projetos Itinerantes.
Como acessar o serviço
Presencial: Rua do Catete, nº 179. Catete, Rio de Janeiro-RJ, CEP: 22.220-000.
Telefone: (21) 2285-0441.
Por e-mail: educação.cnfcp@iphan.gov.br
Por ofício: Dirigido à Difusão Cultural do CNFCP - Rua do Catete, nº 179, Catete, Rio de Janeiro-RJ, CEP:
22.220-000.
Horário de atendimento: De terça a sexta-feira, das 10h às 18h.
Tempo para prestação do serviço: 45 dias.","IPHAN","INDIRETA","MCU","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","4","4","7","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1",,30,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","0","1","0","0","0","3","1","0","0","1","0","0","0","0","0","2","","2","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,"1",,,,,"1",1
"1104","2",2.30258509299405,"1","0","2","1","2","1","0","2","1","2","1","1","1","1","1","1","1","1","1","1594","Apoio e Fomento a Bens Culturais Registrados","Apoio e Fomento a Bens Culturais Registrados
Tem como objetivo o desenvolvimento de ações que favoreçam a salvaguarda dos bens já reconhecidos como Patrimônio Cultural do Brasil por meio do Registro, conforme Decreto nº 3.551/2000 (http://www.planalto.gov.br/ccivil_03/decreto/D3551.htm).
Pretende-se contribuir, de forma sustentável, para o fortalecimento das condições de existência do bem cultural, das suas formas de produção e transmissão, assim como para a valorização de seus detentores.
O apoio é realizado por meio de gestão participativa dos detentores do bem cultural registrado, envolvendo também parceiros de instituições governamentais e da sociedade civil. Aqueles que tiverem interesse em participar devem dirigir-se à Superintendência Estadual do IPHAN no estado onde se encontra o bem
cultural. Para saber quais são os bens culturais registrados, consultar: www.iphan.gov.br.
Requisitos para o acesso
> Ser detentor do bem cultural registrado;
> Não sendo detentor, possuir anuência dos detentores do bem cultural para propor ou participar de ações.
Como acessar o serviço
Presencial: Prioritariamente, na Superintendência do IPHAN no estado onde o bem se localiza, ou na Sede do IPHAN/Departamento de Patrimônio Imaterial – DPI.
Por e-mail: cgsg@iphan.gov.br
Por ofício: Dirigido à Direção do Departamento de Patrimônio Imaterial – DPI, ou à Superintendência do IPHAN no estado em que o bem se localiza.
Tempo para prestação do serviço: Até trinta dias, para resposta à solicitação.","IPHAN","INDIRETA","MCU","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","4","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1",,10,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"5","0","0","1","0","0","0","3","1","0","0","1","0","0","0","0","0","2","","2","2","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0",,,,,,"1","1","1",,,,,"1",1
"1105","3",1.38629436111989,"1","0","2","1","2","2","1","2","0","2","1","1","1","1","1","1","1","1","1","55","Obter bolsa de pesquisa nacional","Submissão de candidatura a chamamento público com vistas à seleção de pesquisadores externos ao IPEA, objetivando a ampliação da capacidade nacional de pesquisa em temas relativos ao desenvolvimento do país.","IPEA","INDIRETA","MPG","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","6",,,,,,,,,,,,,,,,,,,,"1",,,4,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","1","0","0","0","3","2","0","0","1","0","0","0","0","0","2","","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,3
"1106","3",1.38629436111989,"1","0","2","1","2","2","1","2","0","3","1","1","1","1","1","1","1","1","1","121","Obter bolsa de pesquisa internacional","Submissão de candidatura a chamamento público com vistas à seleção de estudantes e pesquisadores estrangeiros oriundos de países com os quais o Brasil possua acordos de cooperação internacionais.","IPEA","INDIRETA","MPG","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","6",,,,,,,,,,,,,,,,,,,,"1",,,4,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","1","1","0","0","0","3","2","0","0","1","0","0","0","0","0","3","","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,3
"1107","3",1.6094379124341,"1","0","2","1","2","2","0","2","0","3","1","1","1","1","1","1","1","1","1","122","Obter apoio para a realização de evento técnico-científico","Submissão de candidatura a chamamento público com vistas à obtenção de apoio do IPEA à realização de eventos técnico-científicos que objetivem disseminar informações, conhecimentos, estudos, pesquisas a respeito de temas sociais e econômicos, e ampliar o debate acerca de alternativas de políticas públicas","IPEA","INDIRETA","MPG","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","","","",,,,,,,,,,,,,,,,,,,,,"1",,5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"7","0","1","0","0","0","0","3","2","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,3
"1108","3",0,"1","0","2","2","2","2","1","2","0","2","1","1","1","1","1","1","1","1","1","125","Cursar mestrado profissional","Cursar Programa de Mestrado Profissional instituído pelo IPEA em parceria com a ENAP com o objetivo de capacitar servidores da Administração Pública Federal para formular, implementar e avaliar políticas públicas com base em conhecimento interdisciplinar atualizado, que municie esses servidores com conceitos e instrumental analítico adequado para o exercício da prática profissional altamente qualificada.","IPEA","INDIRETA","MPG","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"1","1",1,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"6","0","0","1","0","0","0","2","2","0","0","1","0","0","0","0","0","2","","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,3
"1109","3",2.484906649788,"1","0","2","1","2","2","0","1","0","3","1","1","1","1","1","1","1","1","1","117","Consultar acervo das bibliotecas do Ipea em  Brasília e no no Rio de Janeiro","A Biblioteca do Ipea possui duas unidades, uma em Brasília e uma no Rio de Janeiro.
O acervo físico é integrado em um único sistema que permite a busca nas duas unidades. O acervo físico é composto por aproximadamente 60 mil registros. A unidade de Brasília oferece o serviço de consulta ao acervo físico para o público interno, durante a semana de 08h a 18h, e para o público externo, durante a semana de 09h a 17h. A unidade do Rio oferece o serviço de consulta ao acervo físico para o público interno, durante a semana de 09h a 18h, e para o público externo, durante a semana de 13h a 17h.
As duas unidades também oferecem o serviço de empréstimo domiciliar de publicações para servidores e funcionários do Ipea, bem como a usuários de outras bibliotecas por meio de empréstimo entre bibliotecas. 
Além disso, a Biblioteca disponibiliza consulta pela internet para os seguintes serviços 
- Consulta ao catálogo integrado da Biblioteca
- Consulta  ao acervo de legislação do Ipea, com todas as publicações relacionadas ao Ipea no DOU e nos boletins internos
- Acesso ao Repositório do Conhecimento do Ipea, com todas as publicações do Instituto que se encontram em formato digital
- Acesso à Base de Ebooks, disponível por meio de assinatura apenas para o público interno nos computadores conectados à rede interna
- Acesso ao Observatório de Gestão do Conhecimento, disponível ao publico geral com informações sobre gestão do conhecimento na Administração Pública","IPEA","INDIRETA","MPG","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","","","",,,,,,,,,,,,,,,,,,,,,"1",,12,"3",,"",,,,,,,,,,,,,"1","0","0","0","1","1","0","3",,"2","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,2
"1110","3",1.6094379124341,"1","1","2","1","2","1","0","2","0","3","1","1","1","1","1","1","1","1","1","120","Livraria IPEA","Oferecer publicações do Ipea e de instituições parceira mediante compra.","IPEA","INDIRETA","MPG","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","3","4","4","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1",5,"3",,"",,,,,,,,,,,,,"2",,,,,,,,,"3","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,2
"1111","4",3.13549421592915,,"1","2","1","2","2","0","2","0","3",,,,,,,,,,"138","Cadastrar representante de organização da sociedade civil","Cadastramento de representante de organização da sociedade civil no Mapa das Organizações da Sociedade Civil (OSC), portal de dados instituído pelo Ipea com os objetivos de: (i) dar transparência à atuação das OSC, principalmente ações executadas em parceria com a administração pública; (ii) informar mais e melhor sobre a importância e diversidade de projetos e atividades conduzidas por essas organizações; (iii) disponibilizar dados e fomentar pesquisas sobre OSC; (iv) apoiar os gestores públicos a tomarem decisões sobre políticas públicas que já têm ou possam ter interface com OSC.","IPEA","INDIRETA","MPG","1","1","0","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","",,,,,,,,,,,,,,,,,,,,,"6",,23,"2",,"2",,,,,,,,,,,,,"2",,,,,,,,,"3","0","1","0","0","0","0","1","2","1","0","0","0","1","0","0","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,2
"1112","3",2.07944154167984,"1","0","2","1","2","1","1","1","1","3","1","1","1","1","1","1","1","1","1","556","Serviço de Atendimento ao Visitante - SAV","O serviço de atendimento ao público é feito no Centro de Visitantes, por uma equipe de estagiários bilíngues que tem como objetivo, atender, orientar sobre os recursos existentes no arboreto do Jardim Botânico. São distribuídos guias e folhetos de visitação e são feitos os agendamento de visitas guiadas a pé ou de carro elétrico.
O SAV também oferece as seguintes facilidades:
• Disponibiliza até 04 (quatro) cadeiras de rodas para atendimento às pessoas com deficiência;
• Kit de primeiros socorros básicos disponível ao público, em caso de necessidade; e
• Livro para registro dos visitantes (sugestões, reclamações e elogios).
Espera para atendimento: imediato, com exceção das solicitações especiais.
Informações: no Serviço de Atendimento ao Visitante, por telefone (3874.1808/ 3874.1214) ou pelo email: cvis@jbrj.gov.br","IPJBRJ","INDIRETA","MMA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","2","1","4",,,,,,,,,,,,,,,,,,,,"2",,,8,"1",80.398,"1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","4","1","10","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","3","","2","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,1
"1113","1",2.07944154167984,"1",,"2","1","2","1","1","1","0","3",,,,,,,,,,"704","Realizar Visitas guiadas a pé","Mínimo de 5 (pessoas) pessoas e máximo de 25 (vinte e cinco) pessoas. 
Inscrições: no Serviço de Atendimento ao Visitante, pessoalmente, por telefone (3874.1808/ 3874.1214) ou pelo email: cvis@jbrj.gov.br.
Duração do serviço: 1h30
Espera para atendimento: depende da formação dos grupos.","IPJBRJ","INDIRETA","MMA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1",,8,"1",2850,"1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","4","1","2","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","3","","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,,1
"1114","1",2.19722457733622,"1",,"2","1","2","1","1","1","0","3",,,,,,,,,,"711","Solicitar Circuito de Visitas Guiadas no Carro Elétrico","A visita guiada no carro elétrico é um serviço de atendimento ao público gratuito, exclusivo para visitantes acima de 60 anos, gestantes e portadores de deficiência,  que oferece um roteiro a ser percorrido passando por áreas limítrofes do Jardim para facilitar e incentivar o acesso a atrações mais distantes com o objetivo de reorganizar e expandir a visitação pelo Arboreto do Jardim Botânico. 
Prazo do serviço: 30 minutos
Espera para atendimento: saídas das 9 h às 16 h (2 carros). Informações: no Serviço de Atendimento ao Visitante, por telefone (3874.1808/ 3874.1214) ou pelo email: cvis@jbrj.gov.br","IPJBRJ","INDIRETA","MMA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1",,9,"1",17601,"1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","0","2","1","10","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","3","","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,,1
"1115","1",2.19722457733622,"1",,"2","1","2","1","1","1","0","3",,,,,,,,,,"716","Serviço Público de Atendimento ao Visitante","Atendimento a comitivas, delegações e autoridades, com agendamento prévio Inscrições: no Serviço de Atendimento ao Visitante, por telefone ou pelo email: cvis@jbrj.gov.br  Prazo do serviço: 1h30 Espera para atendimento: 24 h (dias úteis)","IPJBRJ","INDIRETA","MMA","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1",,9,"1",60,"1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","1","0","0","0",,,"4","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","3","","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,,3
"1116","1",2.07944154167984,"1","0","2","1","2","2","0","1","0","3",,,,,,,,,,"730","Serviço de Atendimento ao Visitante - SAV","O espaço conta com uma exposição permanente que usa a tecnologia para construir uma relação interativa com o público, por meio de holografias de personagens e projeções mapeadas que trazem informações sobre os serviços prestados no Jardim, sua atuação e história. Na sala de vídeo, uma nova estrutura com efeito tridimensional informa sobre os destaques, rotas de visitação e serviços prestados no arboreto.
Espera para atendimento: Imediato
Informações: no Serviço de Atendimento ao Visitante,
por telefone (3874.1808/ 3874.1214) ou pelo email: cvis@jbrj.gov.br","IPJBRJ","INDIRETA","MMA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2","1","4","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","2","1",,8,"1",99951,"1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","4","1","2","1","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,,1
"1117","1",2.70805020110221,"1","0","2","2","2","2","0","2","1","2","1","1","1","1","1","1","1","1","1","580","ATIVIDADES DO MUSEU DO MEIO AMBIENTE","As exposições e atividades de divulgação de conhecimento do Museu do Meio Ambiente têm como foco a temática ambiental. A divulgação da programação ao público é feita pelo site do Jardim, pela NewsLetter e pela mídia de cultura, impressa e digital.
O horário de atendimento ao público é: segunda-feira, das 12h às 17h, e de terça a domingo, das 9h às 17h.
Espera para atendimento: 
• os visitantes têm acesso direto à área expositiva.
Inscrição: visitas guiadas para atendimento a grupo de até 30 (trinta) pessoas por vez, as inscrições podem ser feitas pessoalmente, por telefone: 2294-6619, ou por email.
Prazo do serviço: duração de uma hora","IPJBRJ","INDIRETA","MMA","2","0","1","0","1","1","0","1","0","1","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","3","1","6","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","3","1",,15,"1",2e+05,"1","0","0","1","1","1","1","0","1","1","1","1","1","2",,,,,,,,,"4","1","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","2","","2","2","0","0","0","1","1","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,"1",,,,,"0",1
"1118","1",1.6094379124341,"1","0","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","628","ATENDIMENTO ESPECIALIZADO EM EDUCAÇÃO AMBIENTAL","O serviço de atendimento especializado é dirigido aos professores de primeiro e segundo grau, e tem como objetivo capacitar os professores para guiarem seus alunos em visitas ao Jardim Botânico. O atendimento é gratuito. Este serviço faz parte do Programa Educativo do Museu do Meio Ambiente, localizado na Rua Jardim Botânico no. 1008.
O horário de atendimento ao público é: segunda-feira, das 12h às 17h, e de terça a domingo, das 9h às 17h.
Inscrições: pessoalmente, por telefone: 2274-7332, ou por e-mail nea@jbrj.gov.br
Prazo do serviço: 2h para grupo de professores
Espera para atendimento: 2 dias de antecedência da solicitação.","IPJBRJ","INDIRETA","MMA","2","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","1","1","0","2","1","4","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1",,5,"1",2000,"1","0","0","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","0","2",,"2","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2","","2","2","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",,"1",,,,,,,,,,,"1",2
